"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0007005","mitochondrion organization","191/4437","459/23210",3.16753933047643e-29,1.98478014447653e-25,1.05595758522304e-25,"Cd24a/Slc25a5/Higd1a/Slc25a4/Gdap1/Hebp2/Ogt/Fundc1/Vps35/Hsp90aa1/Tomm20/Ndufa9/Dnajc15/Sod2/Becn1/Ndufaf1/Slc25a33/Dnm1l/Tomm70a/Rnf7/Ndufc1/Tomm7/Ndufb6/Slc25a46/Ndufa8/Fundc2/Mllt11/Fbxw7/Mrpl15/Ndufs1/Ndufaf5/Vdac1/Bcl2l11/Ppif/Jtb/Chchd2/Agk/Hif1a/Chchd4/Ndufab1/Atf2/Moap1/Mtch2/Bnip3/Dnajc19/Hspd1/Lig3/Cox18/Bnip3l/Atg3/Agtpbp1/Uqcrc2/Map1lc3b/Timm23/Maip1/Sdhaf2/Timm8a1/Bcl2l2/Gclm/Timm17a/Pmpcb/Ndufs4/Ccar2/Ndufb5/Ndufa1/Mrpl39/Grpel2/Mapk9/Uqcrb/Ndufaf4/Mfn2/Dctn6/Ndufc2/Mfsd14a/Atg12/Ulk1/Mff/Cox20/Wdr45b/Rnaseh1/Supv3l1/Ttc19/Bag4/Tfam/Immp1l/Nrf1/Timm10/Cox7a2/Wdr45/Timm22/Hip1r/Plaur/Fancg/Rrm2b/Cdk5/Synj2bp/Rnf41/Letm1/Tmem135/Gclc/Stat3/Parl/Rb1cc1/Bad/Immt/Prelid1/Wipi1/Sdhaf4/Mrpl17/Mapt/Mx2/Pde2a/Mtfr1/Tk2/Atg5/Cttn/Atp7a/Cxadr/Mx1/Yme1l1/Atg7/Rab3a/Siva1/Phb2/Uqcc3/Sesn2/Cox19/Tnfsf10/Lonp1/Atp13a2/Immp2l/Igf1/Miga2/Opa3/Myh14/Akt1/Dnaja3/Ddhd1/Bcs1l/Mtfr1l/Afg1l/Arrb2/Park7/Atg13/Ndufb9/Ndufb7/Htt/Gpx1/Tomm40l/Trem2/Hmgcl/Timm17b/Timm50/Ndufb2/Eif4g1/Ndufa13/Cep89/Atcay/Ndufs7/Lmna/Ndufs8/Atad3a/Fis1/Phb/Pet100/Chchd10/Hsd17b10/Ndufa2/Ywhaz/Vat1/Dnajc11/Htra2/Chchd6/Uqcc2/Cox7a1/Poldip2/Gsk3a/Samm50/Ndufa3/Atp5d/Gba/Srebf1/Mcl1/Timm44/Pycard/Kat2a/Tspo/Sept4/Cnp/Gsk3b/Sharpin",191
"BP","GO:0031346","positive regulation of cell projection organization","180/4437","466/23210",3.70840071377613e-23,1.16184194362606e-19,6.18131845291e-20,"Cd24a/Cntn1/Rap1a/Tmem30a/Rtn4/Snap91/Akirin1/Serpini1/Hsp90aa1/Rab11a/Caprin1/Sept7/Chodl/Rit2/Eef1a1/Eif4g2/Cdc42/Pafah1b1/Eif2b2/Dnm1l/Kat2b/Ndrg4/Acsl6/Rgs2/Golga4/Dpysl3/Nfe2l2/Dynll1/Hnrnpk/Kalrn/Stau2/Pak1/Sgk1/Def8/Adnp/Vamp7/Actr2/Atp8a2/Snx3/Nefl/Itgb1/Bdnf/Lif/Eps8l2/Src/Rac1/Crp/Map2k1/Fkbp1b/Kit/Ranbp1/Rac2/Camk1d/Actr3/Prkci/Pak3/Rufy3/Hras/Nme1/Itsn2/Adam17/Fes/Enpp2/Slitrk1/Fmr1/Fig4/Ins2/Rab21/Dcx/Stk24/Scarb2/Nr3c1/Mapt/Tenm3/Adamts1/Nck1/Plxnb3/Mark2/Fbxw8/Cnr1/Bcl11a/Cpne6/Auts2/Sirt1/Atp7a/Psen1/Bmp7/Dnm3/Limk1/Nin/Epha4/Syt1/Dscam/Itga3/Crabp2/Wasl/Coro1b/Map2k2/Trpv2/Dvl3/Apbb1/Ntrk2/Dnm2/Neu1/Wnt5a/Camk2b/Dlg4/Plxna2/Ngfr/Entr1/Ppp2r5d/Dab2ip/Bcas3/Scn1b/Golga2/Cdh4/Sphk1/Ptprd/Eps8l1/Cux2/Htt/Mecp2/Cask/Ehd1/Grin1/Mien1/Arpc2/Crocc/Atp5g1/Syt3/Agrn/Rnd2/Sema4d/Pacsin1/Itsn1/Dvl1/Rapgef1/Kdm1a/Ntn1/Lrp1/Mapkapk5/Ltk/Nlgn2/Serpinf1/Ptprz1/Twf2/Hspb1/Fyn/Ppp2r5b/Vldlr/Sept9/Grn/Ache/Iqgap1/Sema7a/Ptprf/Rims2/Kctd17/Nrp1/Coro1c/Dynlt1b/Shank3/Anapc2/Stk11/Cux1/Mif/Cfl1/Ptn/Apoe/Kat2a/Mark4/Agt/Rnf157/Gprc5b/Pqbp1/Tubb2b/Magi2/Gsk3b/Fscn1/Cdc42ep4",180
"BP","GO:0045666","positive regulation of neuron differentiation","177/4437","461/23210",1.86972159326029e-22,3.90522516778965e-19,2.07768711784397e-19,"Cd24a/Nap1l2/Cntn1/Rap1a/Tmem30a/Rtn4/Snap91/Serpini1/Rab11a/Caprin1/Chodl/Rit2/Eef1a1/Eif4g2/Trim32/Pafah1b1/Cpne1/Eif2b2/Dnm1l/Kat2b/Ndrg4/Acsl6/Rgs2/Golga4/Dpysl3/Nfe2l2/Bcl6/Hnrnpk/Dab1/Kalrn/Stau2/Pak1/Sgk1/Rarb/Adnp/Vamp7/Actr2/Neurod2/Atp8a2/Snx3/Nefl/Itgb1/Bdnf/Lif/Rac1/Mmd/Ncoa1/Crp/Map2k1/Fkbp1b/Ranbp1/Camk1d/Gata2/Actr3/Prkci/Pak3/Rufy3/Dkk1/Nme1/Itsn2/Adam17/Fes/Slitrk1/Fmr1/Fig4/Tcf4/Rab21/Dcx/Stk24/Hoxd3/Scarb2/Nr3c1/Rhoa/Mapt/Tenm3/Adamts1/Ccr5/Pax6/Foxa1/Nck1/Pten/Plxnb3/Mark2/Fbxw8/Cnr1/Bcl11a/Cpne6/Sirt1/Psen1/Bmp7/Limk1/Sin3a/Nin/Epha4/Syt1/Tcf3/Dscam/Itga3/Crabp2/Timp2/Map2k2/Trpv2/Dvl3/Apbb1/Ntrk2/Neu1/Dlx2/Wnt5a/Camk2b/Dlg4/Plxna2/Ngfr/Ppp2r5d/Dab2ip/Scn1b/Golga2/Cdh4/Sphk1/Brinp1/Ptprd/Cux2/Sox2/Etv5/Mecp2/Tle6/Cask/Ehd1/Eif4g1/Tgif1/Atp5g1/Syt3/Rnd2/Sema4d/Pacsin1/Itsn1/Dvl1/Rapgef1/Kdm1a/Ntn1/Lrp1/Mapkapk5/Ltk/Tgif2/Nlgn2/Serpinf1/Ptprz1/Twf2/Hspb1/Fyn/Ppp2r5b/Vldlr/Grn/Ache/Arhgef2/Iqgap1/Sema7a/Ptprf/Gdpd5/Mapk8ip3/Rims2/Nrp1/Dynlt1b/Shank3/Anapc2/Stk11/Cux1/Mif/Cfl1/Ptn/Apoe/Agt/Rnf157/Gprc5b/Tubb2b/Mmd2/Magi2/Gsk3b",177
"BP","GO:0019693","ribose phosphate metabolic process","173/4437","450/23210",4.79635698011997e-22,7.51349320935793e-19,3.9973848831684e-19,"Hmgcs1/Acot9/Paics/Atp1b1/Mpc1/Sucla2/Dlat/Ndufv2/Hprt/Ogt/Acat1/Cycs/Atp5pb/Papss1/Uqcrfs1/Dnajc15/Atp6v1a/Atp5g3/Hspa8/App/Sdhd/Cox5a/Ndufaf1/Slc25a33/Ola1/Acot10/Dnm1l/Scp2/Atp5c1/Nudt4/Ndufb6/Acsl6/Atp5a1/Ndufa8/Slc4a1/Atp5b/Ndufs1/Acly/Pfkp/Ran/Kif5c/Pdhb/Dld/Ppif/Hif1a/Mtch2/Ndufv1/Suclg1/Pdha1/Sdha/Atp5j/Rfk/Atp5o/Gphn/Bdnf/Pank3/Ndufs2/Mpc2/Cox7c/Cs/Cmpk1/Sdhaf2/Foxk2/Prps1l3/Uqcrb/Map2k1/Ndufc2/Nudt5/Ctps2/Nudt7/Adss/Rpe/Acsl1/Gart/Nudt11/Nudt10/Atp5k/Nme1/Nme7/Cdk1/Cox5b/Cox7a2/Pgk1/Prps2/Ndufa12/Bpgm/Enpp3/Nt5c2/Tefm/Ak1/Tdo2/Pfkfb2/Ndufa7/Adcy2/Stat3/Ampd2/Bad/Ins2/Acsl4/Rab23/Pdk1/Ppcs/Ak4/Aprt/Rhoa/Gucy1b1/Pde2a/Sdhc/Ak3/Ccnb1/Cbfa2t3/Acot8/Atp7a/Psen1/Shmt2/Hnf4a/Uqcc3/Ldha/Mlycd/Gmpr/Eif6/Aldoa/Sult1b1/Acot6/Pkm/Igf1/Msh2/Abcd1/Tkt/Gpd1/Enpp1/Afg1l/G6pdx/Zbtb20/Fasn/Gtpbp1/Park7/Nudt14/Eno1b/Ndufb9/Galt/Adpgk/Mecp2/Trem2/Impdh2/Pfkm/Ncor1/Atp5e/Hmgcl/Fam20c/Atp5g1/Gpi1/Gapdh/Adcy4/Prpsap1/Atp5g2/Ndufs8/Cox6a1/Adcy9/Ndufv3/Chchd10/Nupr1/Atp2b2/Atp1a2/Uqcc2/Cox7a1/Atp5d/Mif/ND5/Adcy7/Tspo/Aldoc/Pgd",173
"BP","GO:0051656","establishment of organelle localization","178/4437","473/23210",1.83124566475413e-21,2.15510837078105e-18,1.14657688280336e-18,"Npm1/Rap1a/Rab5a/Pdcd6/Ctnnb1/Snap91/Pdcd10/Vps4b/Riok2/Nefh/Pfn2/Rab11a/Actr10/Kif1b/Map4/Prepl/Cdc42/Cplx2/Cadps/Becn1/Pafah1b1/Rab1a/Dnm1l/Syp/Ap3s1/Ap1s2/Kif5b/Pcm1/Tmed9/Snap25/Cep19/Atp6ap1/Nmd3/Cul3/Wasf1/Ran/Kif5c/Tmem230/Prkce/Hif1a/Dync1i1/Sar1b/Atp2a2/Vamp7/Actr2/Hnrnpu/Chmp5/Nefl/Stard3nl/Ube2b/Chmp4b/Myo5a/Seh1l/Abce1/Htr1b/Erc1/Map2k1/Kit/Prkcg/Btk/Sec16b/Chmp1b/Rac2/Gata2/Copg2/Actr3/Chrnb2/Ikbkg/Pclo/Nup62/Snx4/Ms4a2/Napb/Adora2a/Fes/Cdk5/Fgfr2/Tacc2/Mad2l1/Gosr1/Cdc42bpa/Fmr1/Pdpk1/Stxbp2/Kpnb1/Spry1/Ap3m1/Syt11/Wipi1/Mapt/Pax6/Htr1a/Fgf10/Fcer1a/Ccnb1/Ykt6/Bloc1s6/Il4ra/Fmn2/Vps18/Mylk2/Psen1/Rab11b/Dnm3/Gab2/Tac4/Syt1/Nr4a3/Syt9/Ap3d1/Sun1/Prkca/Wasl/Pef1/Rab3a/Exoc4/Ap3b2/Prkcz/Nde1/Dnm2/Cacna1a/Gipc1/Eif6/Ap3s2/Kif1a/Ripor1/Pard3b/Ap3m2/Syt7/Rab27a/Itga4/Vamp1/Pard3/Git1/Dctn2/Mad1l1/Stx4a/Mlh1/Cln3/Snapin/Il13ra2/Fcer1g/Htt/Psrc1/Clmn/Mecp2/Cask/Llgl2/Syt12/Crocc/Dvl1/Cyth1/Mark1/Chmp7/Ntn1/Tmed10/Chga/Clasp2/Llgl1/Slc9a3r1/Sept5/Stx1a/Arhgef2/Ywhaz/Pinx1/Rims2/Dynlt1b/Scrib/Bloc1s1/Kif1c/Arfgap2/Myo1c/Rps15/Gsk3b/Bace1/Bicd2/Preb/Myh9",178
"BP","GO:0009123","nucleoside monophosphate metabolic process","124/4437","285/23210",2.22269296378304e-21,2.15510837078105e-18,1.14657688280336e-18,"Paics/Atp1b1/Ndufv2/Hprt/Ogt/Cycs/Atp5pb/Uqcrfs1/Dnajc15/Atp6v1a/Atp5g3/Hspa8/App/Sdhd/Cox5a/Ndufaf1/Slc25a33/Ola1/Dnm1l/Atp5c1/Nudt4/Ndufb6/Atp5a1/Ndufa8/Slc4a1/Atp5b/Ndufs1/Pfkp/Kif5c/Dld/Ppif/Hif1a/Mtch2/Ndufv1/Sdha/Atp5j/Rfk/Atp5o/Bdnf/Ndufs2/Cox7c/Sdhaf2/Foxk2/Uqcrb/Map2k1/Ndufc2/Nudt5/Adss/Gart/Nudt11/Nudt10/Atp5k/Cdk1/Cox5b/Cox7a2/Pgk1/Prps2/Ndufa12/Bpgm/Enpp3/Nt5c2/Tefm/Ak1/Pfkfb2/Ndufa7/Stat3/Ampd2/Bad/Ins2/Ak4/Aprt/Rhoa/Pde2a/Sdhc/Ak3/Ccnb1/Cbfa2t3/Nt5m/Atp7a/Psen1/Shmt2/Uqcc3/Ldha/Tyms/Eif6/Aldoa/Pkm/Igf1/Msh2/Abcd1/Gpd1/Enpp1/Afg1l/Zbtb20/Park7/Eno1b/Ndufb9/Galt/Adpgk/Mecp2/Trem2/Impdh2/Pfkm/Ncor1/Atp5e/Fam20c/Atp5g1/Gpi1/Gapdh/Atp5g2/Ndufs8/Cox6a1/Ndufv3/Chchd10/Nupr1/Atp1a2/Shmt1/Uqcc2/Cox7a1/Atp5d/Mif/ND5/Tspo/Aldoc",124
"BP","GO:0009167","purine ribonucleoside monophosphate metabolic process","120/4437","272/23210",2.40755802672635e-21,2.15510837078105e-18,1.14657688280336e-18,"Paics/Atp1b1/Ndufv2/Hprt/Ogt/Cycs/Atp5pb/Uqcrfs1/Dnajc15/Atp6v1a/Atp5g3/Hspa8/App/Sdhd/Cox5a/Ndufaf1/Slc25a33/Ola1/Dnm1l/Atp5c1/Nudt4/Ndufb6/Atp5a1/Ndufa8/Slc4a1/Atp5b/Ndufs1/Pfkp/Kif5c/Dld/Ppif/Hif1a/Mtch2/Ndufv1/Sdha/Atp5j/Atp5o/Bdnf/Ndufs2/Cox7c/Sdhaf2/Foxk2/Uqcrb/Map2k1/Ndufc2/Nudt5/Adss/Gart/Nudt11/Nudt10/Atp5k/Cdk1/Cox5b/Cox7a2/Pgk1/Prps2/Ndufa12/Bpgm/Enpp3/Nt5c2/Tefm/Ak1/Pfkfb2/Ndufa7/Stat3/Ampd2/Bad/Ins2/Ak4/Aprt/Rhoa/Pde2a/Sdhc/Ak3/Ccnb1/Cbfa2t3/Atp7a/Psen1/Shmt2/Uqcc3/Ldha/Eif6/Aldoa/Pkm/Igf1/Msh2/Abcd1/Gpd1/Enpp1/Afg1l/Zbtb20/Park7/Eno1b/Ndufb9/Galt/Adpgk/Mecp2/Trem2/Impdh2/Pfkm/Ncor1/Atp5e/Fam20c/Atp5g1/Gpi1/Gapdh/Atp5g2/Ndufs8/Cox6a1/Ndufv3/Chchd10/Nupr1/Atp1a2/Uqcc2/Cox7a1/Atp5d/Mif/ND5/Tspo/Aldoc",120
"BP","GO:0009161","ribonucleoside monophosphate metabolic process","121/4437","276/23210",3.12908273067021e-21,2.43451030961855e-18,1.29522639315973e-18,"Paics/Atp1b1/Ndufv2/Hprt/Ogt/Cycs/Atp5pb/Uqcrfs1/Dnajc15/Atp6v1a/Atp5g3/Hspa8/App/Sdhd/Cox5a/Ndufaf1/Slc25a33/Ola1/Dnm1l/Atp5c1/Nudt4/Ndufb6/Atp5a1/Ndufa8/Slc4a1/Atp5b/Ndufs1/Pfkp/Kif5c/Dld/Ppif/Hif1a/Mtch2/Ndufv1/Sdha/Atp5j/Rfk/Atp5o/Bdnf/Ndufs2/Cox7c/Sdhaf2/Foxk2/Uqcrb/Map2k1/Ndufc2/Nudt5/Adss/Gart/Nudt11/Nudt10/Atp5k/Cdk1/Cox5b/Cox7a2/Pgk1/Prps2/Ndufa12/Bpgm/Enpp3/Nt5c2/Tefm/Ak1/Pfkfb2/Ndufa7/Stat3/Ampd2/Bad/Ins2/Ak4/Aprt/Rhoa/Pde2a/Sdhc/Ak3/Ccnb1/Cbfa2t3/Atp7a/Psen1/Shmt2/Uqcc3/Ldha/Eif6/Aldoa/Pkm/Igf1/Msh2/Abcd1/Gpd1/Enpp1/Afg1l/Zbtb20/Park7/Eno1b/Ndufb9/Galt/Adpgk/Mecp2/Trem2/Impdh2/Pfkm/Ncor1/Atp5e/Fam20c/Atp5g1/Gpi1/Gapdh/Atp5g2/Ndufs8/Cox6a1/Ndufv3/Chchd10/Nupr1/Atp1a2/Uqcc2/Cox7a1/Atp5d/Mif/ND5/Tspo/Aldoc",121
"BP","GO:0009126","purine nucleoside monophosphate metabolic process","120/4437","273/23210",3.49674318330146e-21,2.43451030961855e-18,1.29522639315973e-18,"Paics/Atp1b1/Ndufv2/Hprt/Ogt/Cycs/Atp5pb/Uqcrfs1/Dnajc15/Atp6v1a/Atp5g3/Hspa8/App/Sdhd/Cox5a/Ndufaf1/Slc25a33/Ola1/Dnm1l/Atp5c1/Nudt4/Ndufb6/Atp5a1/Ndufa8/Slc4a1/Atp5b/Ndufs1/Pfkp/Kif5c/Dld/Ppif/Hif1a/Mtch2/Ndufv1/Sdha/Atp5j/Atp5o/Bdnf/Ndufs2/Cox7c/Sdhaf2/Foxk2/Uqcrb/Map2k1/Ndufc2/Nudt5/Adss/Gart/Nudt11/Nudt10/Atp5k/Cdk1/Cox5b/Cox7a2/Pgk1/Prps2/Ndufa12/Bpgm/Enpp3/Nt5c2/Tefm/Ak1/Pfkfb2/Ndufa7/Stat3/Ampd2/Bad/Ins2/Ak4/Aprt/Rhoa/Pde2a/Sdhc/Ak3/Ccnb1/Cbfa2t3/Atp7a/Psen1/Shmt2/Uqcc3/Ldha/Eif6/Aldoa/Pkm/Igf1/Msh2/Abcd1/Gpd1/Enpp1/Afg1l/Zbtb20/Park7/Eno1b/Ndufb9/Galt/Adpgk/Mecp2/Trem2/Impdh2/Pfkm/Ncor1/Atp5e/Fam20c/Atp5g1/Gpi1/Gapdh/Atp5g2/Ndufs8/Cox6a1/Ndufv3/Chchd10/Nupr1/Atp1a2/Uqcc2/Cox7a1/Atp5d/Mif/ND5/Tspo/Aldoc",120
"BP","GO:0009259","ribonucleotide metabolic process","166/4437","433/23210",4.65626330921764e-21,2.91761458955577e-18,1.55225114739918e-18,"Hmgcs1/Acot9/Paics/Atp1b1/Mpc1/Sucla2/Dlat/Ndufv2/Hprt/Ogt/Acat1/Cycs/Atp5pb/Papss1/Uqcrfs1/Dnajc15/Atp6v1a/Atp5g3/Hspa8/App/Sdhd/Cox5a/Ndufaf1/Slc25a33/Ola1/Acot10/Dnm1l/Scp2/Atp5c1/Nudt4/Ndufb6/Acsl6/Atp5a1/Ndufa8/Slc4a1/Atp5b/Ndufs1/Acly/Pfkp/Ran/Kif5c/Pdhb/Dld/Ppif/Hif1a/Mtch2/Ndufv1/Suclg1/Pdha1/Sdha/Atp5j/Rfk/Atp5o/Gphn/Bdnf/Pank3/Ndufs2/Mpc2/Cox7c/Cs/Cmpk1/Sdhaf2/Foxk2/Uqcrb/Map2k1/Ndufc2/Nudt5/Ctps2/Nudt7/Adss/Acsl1/Gart/Nudt11/Nudt10/Atp5k/Nme1/Nme7/Cdk1/Cox5b/Cox7a2/Pgk1/Prps2/Ndufa12/Bpgm/Enpp3/Nt5c2/Tefm/Ak1/Tdo2/Pfkfb2/Ndufa7/Adcy2/Stat3/Ampd2/Bad/Ins2/Acsl4/Rab23/Pdk1/Ppcs/Ak4/Aprt/Rhoa/Gucy1b1/Pde2a/Sdhc/Ak3/Ccnb1/Cbfa2t3/Acot8/Atp7a/Psen1/Shmt2/Hnf4a/Uqcc3/Ldha/Mlycd/Gmpr/Eif6/Aldoa/Sult1b1/Acot6/Pkm/Igf1/Msh2/Abcd1/Gpd1/Enpp1/Afg1l/Zbtb20/Fasn/Gtpbp1/Park7/Eno1b/Ndufb9/Galt/Adpgk/Mecp2/Trem2/Impdh2/Pfkm/Ncor1/Atp5e/Hmgcl/Fam20c/Atp5g1/Gpi1/Gapdh/Adcy4/Atp5g2/Ndufs8/Cox6a1/Adcy9/Ndufv3/Chchd10/Nupr1/Atp2b2/Atp1a2/Uqcc2/Cox7a1/Atp5d/Mif/ND5/Adcy7/Tspo/Aldoc",166
